Name,Symbol,Price (USD),24h Change (%),7d Change (%),Market Cap,24h Volume,Timestamp
Solana,SOL,157.14,3.79813,3.1852885024803963,84192511537,5361380376,2025-07-10 03:28:33
USDC,USDC,0.9999,-4e-05,0.0099464749723599,62372404254,6284724416,2025-07-10 03:28:33
TRON,TRX,0.289898,0.8302,1.8160006487452336,27475198798,457277886,2025-07-10 03:28:33
Dogecoin,DOGE,0.180964,6.2982,7.139401987452312,27144247220,1860744336,2025-07-10 03:28:33
Lido Staked Ether,STETH,2767.97,6.302,7.662648295521598,25265821178,41541345,2025-07-10 03:28:33
Bitcoin,BTC,111237.0,2.2271,2.168039376066768,2213111078120,37247591236,2025-07-10 03:29:33
Ethereum,ETH,2769.06,6.22605,7.648279744293367,334225380744,26741847652,2025-07-10 03:29:33
Tether,USDT,1.0,0.01105,-0.0098840739920894,158706802796,68994653407,2025-07-10 03:29:33
XRP,XRP,2.41,4.74501,7.976655105298906,142542031075,4465739260,2025-07-10 03:29:33
BNB,BNB,670.45,1.56715,1.5846873361672915,97810544172,867754859,2025-07-10 03:29:33
Solana,SOL,157.12,3.78171,3.168966278937061,84192511537,5354637653,2025-07-10 03:29:33
USDC,USDC,0.999901,1e-05,0.0099963470954944,62372404254,6665934425,2025-07-10 03:29:33
TRON,TRX,0.289901,0.83104,1.8168468455430435,27474501272,457532339,2025-07-10 03:29:33
Dogecoin,DOGE,0.180879,6.24862,7.0894334516778335,27144247220,1861447195,2025-07-10 03:29:33
Lido Staked Ether,STETH,2768.18,6.31004,7.67079988405658,25265821178,41547987,2025-07-10 03:29:33
Bitcoin,BTC,111237.0,2.2271,2.168039376066768,2213111078120,37247591236,2025-07-10 03:30:34
Ethereum,ETH,2769.06,6.22605,7.648279744293367,334225380744,26741847652,2025-07-10 03:30:34
Tether,USDT,1.0,0.01105,-0.0098840739920894,158706802796,68994653407,2025-07-10 03:30:34
XRP,XRP,2.41,4.74501,7.976655105298906,142542031075,4465739260,2025-07-10 03:30:34
BNB,BNB,670.45,1.56715,1.5846873361672915,97810544172,867754859,2025-07-10 03:30:34
Solana,SOL,157.12,3.78171,3.168966278937061,84192511537,5354637653,2025-07-10 03:30:34
USDC,USDC,0.999901,1e-05,0.0099963470954944,62372404254,6665934425,2025-07-10 03:30:34
TRON,TRX,0.289901,0.83104,1.8168468455430435,27474501272,457532339,2025-07-10 03:30:34
Dogecoin,DOGE,0.180879,6.24862,7.0894334516778335,27144247220,1861447195,2025-07-10 03:30:34
Lido Staked Ether,STETH,2768.18,6.31004,7.67079988405658,25265821178,41547987,2025-07-10 03:30:34
Bitcoin,BTC,111220.0,2.21174,2.1526847704230057,2213111078120,37302319026,2025-07-10 03:31:35
Ethereum,ETH,2768.56,6.20681,7.6287802086770915,334225380744,26755880635,2025-07-10 03:31:35
Tether,USDT,1.0,0.01099,-0.0099451683360079,158706802796,69024240683,2025-07-10 03:31:35
XRP,XRP,2.41,4.76488,7.997133720503342,142542031075,4266189945,2025-07-10 03:31:35
BNB,BNB,670.33,1.57044,1.5661638789294674,97810544172,871426228,2025-07-10 03:31:35
Solana,SOL,157.08,3.75624,3.143642304950938,84192511537,5366150320,2025-07-10 03:31:35
USDC,USDC,0.999901,-0.00022,0.0099696312113763,62372404254,4942390439,2025-07-10 03:31:35
TRON,TRX,0.289898,0.84025,1.8158696287777345,27474501272,455394195,2025-07-10 03:31:35
Dogecoin,DOGE,0.180672,6.12694,6.966782087467525,27144247220,1942961459,2025-07-10 03:31:35
Lido Staked Ether,STETH,2766.5,6.24553,7.605454534637356,25265821178,41492964,2025-07-10 03:31:35
Bitcoin,BTC,111223.0,2.21733,2.154925947584043,2213111078120,37211776478,2025-07-10 03:32:36
Ethereum,ETH,2768.82,6.23015,7.6385988256329025,334225380744,26754926666,2025-07-10 03:32:36
Tether,USDT,1.0,0.01011,-0.0101373338688959,158706802796,69001384704,2025-07-10 03:32:36
XRP,XRP,2.41,4.86247,8.018940106581448,142542031075,4279774711,2025-07-10 03:32:36
BNB,BNB,670.27,1.56236,1.5580756954475414,97810544172,869253462,2025-07-10 03:32:36
Solana,SOL,157.08,3.8529,3.1462003298544614,84192511537,5364030359,2025-07-10 03:32:36
USDC,USDC,0.999964,0.00609,0.0162854054557298,62372404254,10713146030,2025-07-10 03:32:36
TRON,TRX,0.289915,0.84624,1.8219193734650567,27474501272,455051824,2025-07-10 03:32:36
Dogecoin,DOGE,0.180558,6.10468,6.899508437141627,27144247220,1944040073,2025-07-10 03:32:36
Lido Staked Ether,STETH,2767.05,6.24487,7.62662776973345,25265821178,41506603,2025-07-10 03:32:36
Bitcoin,BTC,111224.0,2.21835,2.155948443516804,2212221784425,37215657621,2025-07-10 03:33:37
Ethereum,ETH,2768.81,6.22991,7.638348609758037,334247470695,26768558835,2025-07-10 03:33:37
Tether,USDT,1.0,0.01012,-0.0101258157585301,158705556063,69019336473,2025-07-10 03:33:37
XRP,XRP,2.41,4.88149,8.038529485207647,142564995116,4272900381,2025-07-10 03:33:37
BNB,BNB,670.21,1.55273,1.5484491227816075,97810544172,871017500,2025-07-10 03:33:37
Solana,SOL,157.08,3.85036,3.143673946413978,84151018877,5364058845,2025-07-10 03:33:37
USDC,USDC,0.999966,0.00632,0.0165079227623612,62376366239,10457940825,2025-07-10 03:33:37
TRON,TRX,0.289908,0.84389,1.8195481451950883,27474501272,457179826,2025-07-10 03:33:37
Dogecoin,DOGE,0.180511,6.07674,6.871358917537088,27073419586,1944332970,2025-07-10 03:33:37
Lido Staked Ether,STETH,2767.49,6.26177,7.643745714057067,25265821178,40370424,2025-07-10 03:33:37
Bitcoin,BTC,111217.0,2.21205,2.149655893851996,2212221784425,37204955732,2025-07-10 03:34:37
Ethereum,ETH,2768.21,6.20686,7.614998934956136,334247470695,26775839895,2025-07-10 03:34:37
Tether,USDT,1.0,0.00981,-0.0104335574134704,158705556063,69027567822,2025-07-10 03:34:37
XRP,XRP,2.41,4.88018,8.037185455065393,142564995116,4273515055,2025-07-10 03:34:37
BNB,BNB,670.16,1.54528,1.540996772954176,97810544172,870475086,2025-07-10 03:34:37
Solana,SOL,157.05,3.83193,3.125371958504405,84151018877,5364002508,2025-07-10 03:34:37
USDC,USDC,0.999947,0.00443,0.0146218512780686,62376366239,10279749932,2025-07-10 03:34:37
TRON,TRX,0.289888,0.83683,1.8124203539916155,27474501272,459067925,2025-07-10 03:34:37
Dogecoin,DOGE,0.180438,6.03416,6.828464396711775,27073419586,1944855961,2025-07-10 03:34:37
Lido Staked Ether,STETH,2766.44,6.22171,7.603172268053833,25259873289,41576763,2025-07-10 03:34:37
Bitcoin,BTC,111217.0,2.21205,2.149655893851996,2212221784425,37204955732,2025-07-10 03:35:38
Ethereum,ETH,2768.21,6.20686,7.614998934956136,334247470695,26775839895,2025-07-10 03:35:38
Tether,USDT,1.0,0.00981,-0.0104335574134704,158705556063,69027567822,2025-07-10 03:35:38
XRP,XRP,2.41,4.88018,8.037185455065393,142564995116,4273515055,2025-07-10 03:35:38
BNB,BNB,670.16,1.54528,1.540996772954176,97810544172,870475086,2025-07-10 03:35:38
Solana,SOL,157.05,3.83193,3.125371958504405,84151018877,5364002508,2025-07-10 03:35:38
USDC,USDC,0.999947,0.00443,0.0146218512780686,62376366239,10279749932,2025-07-10 03:35:38
TRON,TRX,0.289888,0.83683,1.8124203539916155,27474501272,459067925,2025-07-10 03:35:38
Dogecoin,DOGE,0.180438,6.03416,6.828464396711775,27073419586,1944855961,2025-07-10 03:35:38
Lido Staked Ether,STETH,2766.44,6.22171,7.603172268053833,25259873289,41576763,2025-07-10 03:35:38
Bitcoin,BTC,111194.0,2.18234,2.128697420182782,2212221784425,37322538992,2025-07-10 03:36:39
Ethereum,ETH,2766.7,6.12835,7.556334945567625,334247470695,26870428667,2025-07-10 03:36:39
Tether,USDT,1.0,0.01058,-0.0099783827621235,158705556063,69068088433,2025-07-10 03:36:39
XRP,XRP,2.41,4.95542,8.004755969119303,142564995116,4272449168,2025-07-10 03:36:39
BNB,BNB,670.0,1.4413,1.5161646894703864,97758332305,870253228,2025-07-10 03:36:39
Solana,SOL,156.8,3.66443,2.9572622331672984,84151018877,5372796905,2025-07-10 03:36:39
USDC,USDC,0.999939,0.00375,0.0138424522519,62376366239,10207019675,2025-07-10 03:36:39
TRON,TRX,0.289873,0.83331,1.8069995529192844,27473686333,460229054,2025-07-10 03:36:39
Dogecoin,DOGE,0.180278,5.91304,6.733382892988097,27073419586,1946382899,2025-07-10 03:36:39
Lido Staked Ether,STETH,2763.74,6.10099,7.497939495440075,25259873289,41564124,2025-07-10 03:36:39
Bitcoin,BTC,111176.0,2.16576,2.112123767911987,2212221784425,37343064895,2025-07-10 03:37:40
Ethereum,ETH,2765.83,6.09507,7.522606214325266,334247470695,26899306411,2025-07-10 03:37:40
Tether,USDT,1.0,0.01119,-0.0093694615998632,158705556063,69080697568,2025-07-10 03:37:40
XRP,XRP,2.41,4.89722,7.944868760171716,142564995116,4458379090,2025-07-10 03:37:40
BNB,BNB,669.92,1.42992,1.5047769666069173,97758332305,870353499,2025-07-10 03:37:40
Solana,SOL,156.7,3.60259,2.8958470575652577,84151018877,5372732227,2025-07-10 03:37:40
USDC,USDC,0.999953,0.00516,0.0152577237978977,62376366239,10339585339,2025-07-10 03:37:40
TRON,TRX,0.289869,0.8321,1.8057809619867893,27473686333,462127818,2025-07-10 03:37:40
Dogecoin,DOGE,0.180231,5.88529,6.705424792658535,27073419586,1947247855,2025-07-10 03:37:40
Lido Staked Ether,STETH,2762.91,6.06922,7.465754625733288,25259873289,41571476,2025-07-10 03:37:40
Bitcoin,BTC,111163.0,2.15387,2.10023648720839,2211120967421,37369925330,2025-07-10 03:38:41
Ethereum,ETH,2764.89,6.05897,7.486022197589372,333825428980,26922726648,2025-07-10 03:38:41
Tether,USDT,1.0,0.01185,-0.0087018342927899,158707534649,69096098747,2025-07-10 03:38:41
XRP,XRP,2.41,4.83485,7.880690838142869,142416666986,4472122898,2025-07-10 03:38:41
BNB,BNB,669.84,1.41702,1.4918715602523305,97758332305,870222362,2025-07-10 03:38:41
Solana,SOL,156.63,3.55738,2.8509466985377347,84151018877,5371848948,2025-07-10 03:38:41
USDC,USDC,0.999967,0.00655,0.0166420481399006,62376366239,10079910595,2025-07-10 03:38:41
TRON,TRX,0.289886,0.83794,1.81167452082306,27473686333,463708456,2025-07-10 03:38:41
Dogecoin,DOGE,0.180137,5.83031,6.650014597894087,27016963213,1948144144,2025-07-10 03:38:41
Lido Staked Ether,STETH,2761.71,6.0233,7.4192235520124274,25259873289,41647080,2025-07-10 03:38:41
Bitcoin,BTC,111152.0,2.14381,2.090181290754156,2211120967421,37394424222,2025-07-10 03:39:41
Ethereum,ETH,2764.2,6.03233,7.459024617218652,333825428980,26928729858,2025-07-10 03:39:41
Tether,USDT,1.0,0.01208,-0.0084771519915958,158707534649,69121170958,2025-07-10 03:39:41
XRP,XRP,2.41,4.80869,7.853768692972399,142416666986,4472921462,2025-07-10 03:39:41
BNB,BNB,669.82,1.41409,1.488934632682329,97758332305,872597760,2025-07-10 03:39:41
Solana,SOL,156.59,3.52836,2.822121038188026,83891222312,5372749605,2025-07-10 03:39:41
USDC,USDC,0.999967,0.00652,0.0166179202894869,62376456485,9572265516,2025-07-10 03:39:41
TRON,TRX,0.289881,0.83612,1.8098413425046849,27473686333,464582140,2025-07-10 03:39:41
Dogecoin,DOGE,0.180185,5.85855,6.678469960603072,27016963213,1893355935,2025-07-10 03:39:41
Lido Staked Ether,STETH,2761.4,6.01111,7.406875208807005,25259873289,41568982,2025-07-10 03:39:41
Bitcoin,BTC,111152.0,2.14381,2.090181290754156,2211120967421,37394424222,2025-07-10 03:40:42
Ethereum,ETH,2764.2,6.03233,7.459024617218652,333825428980,26928729858,2025-07-10 03:40:42
Tether,USDT,1.0,0.01208,-0.0084771519915958,158707534649,69121170958,2025-07-10 03:40:42
XRP,XRP,2.41,4.80869,7.853768692972399,142416666986,4472921462,2025-07-10 03:40:42
BNB,BNB,669.82,1.41409,1.488934632682329,97758332305,872597760,2025-07-10 03:40:42
Solana,SOL,156.59,3.52836,2.822121038188026,83891222312,5372749605,2025-07-10 03:40:42
USDC,USDC,0.999967,0.00652,0.0166179202894869,62376456485,9572265516,2025-07-10 03:40:42
TRON,TRX,0.289881,0.83612,1.8098413425046849,27473686333,464582140,2025-07-10 03:40:42
Dogecoin,DOGE,0.180185,5.85855,6.678469960603072,27016963213,1893355935,2025-07-10 03:40:42
Lido Staked Ether,STETH,2761.4,6.01111,7.406875208807005,25259873289,41568982,2025-07-10 03:40:42
Bitcoin,BTC,111132.0,2.10097,2.071617990573236,2211120967421,37353295544,2025-07-10 03:41:43
Ethereum,ETH,2762.7,5.8943,7.40093550432784,333825428980,26904395224,2025-07-10 03:41:43
Tether,USDT,1.0,0.0121,-0.0083779735565831,158707534649,69183905146,2025-07-10 03:41:43
XRP,XRP,2.41,4.67275,7.78547305442243,142416666986,4475453603,2025-07-10 03:41:43
BNB,BNB,668.7,1.24519,1.3199106666580993,97758332305,874385065,2025-07-10 03:41:43
Solana,SOL,156.36,3.31444,2.670716312083312,83891222312,5369008849,2025-07-10 03:41:43
USDC,USDC,0.999998,0.01235,0.019763444241708,62376456485,6881219162,2025-07-10 03:41:43
TRON,TRX,0.289911,0.81336,1.8205381653295,27473686333,465073530,2025-07-10 03:41:43
Dogecoin,DOGE,0.179935,5.60311,6.530668167411132,27016963213,1932804415,2025-07-10 03:41:43
Lido Staked Ether,STETH,2758.24,5.76431,7.283969233634354,25175676286,39457453,2025-07-10 03:41:43
Bitcoin,BTC,111124.0,2.09379,2.0644410310904098,2211120967421,37338216370,2025-07-10 03:42:44
Ethereum,ETH,2762.07,5.87007,7.37636580169521,333825428980,25874213268,2025-07-10 03:42:44
Tether,USDT,1.0,0.0119,-0.0085853003553995,158707534649,69206401550,2025-07-10 03:42:44
XRP,XRP,2.41,4.65371,7.765866931188076,142416666986,4477145958,2025-07-10 03:42:44
BNB,BNB,668.7,1.18977,1.3194363502798403,97555056259,874048019,2025-07-10 03:42:44
Solana,SOL,156.33,3.29566,2.652050334528918,83891222312,5300293317,2025-07-10 03:42:44
USDC,USDC,0.999998,0.01229,0.0196981152805631,62376456485,6783633996,2025-07-10 03:42:44
TRON,TRX,0.289932,0.82072,1.827971720907696,27475482966,464237805,2025-07-10 03:42:44
Dogecoin,DOGE,0.179945,5.6089,6.53650945053173,27016963213,1904261388,2025-07-10 03:42:44
Lido Staked Ether,STETH,2758.15,5.76104,7.280659996840476,25175676286,41171342,2025-07-10 03:42:44
Bitcoin,BTC,111112.0,2.08264,2.0532887511307187,2211120967421,37323244648,2025-07-10 03:43:45
Ethereum,ETH,2759.97,5.78952,7.294660843303986,333825428980,19613318865,2025-07-10 03:43:45
Tether,USDT,1.0,0.01131,-0.0091692391746496,158707534649,69038023183,2025-07-10 03:43:45
XRP,XRP,2.41,4.60444,7.715129026524272,142416666986,4477737499,2025-07-10 03:43:45
BNB,BNB,669.25,1.27382,1.4035919948537907,97555056259,652791219,2025-07-10 03:43:45
Solana,SOL,156.31,3.2817,2.6381822449609427,83891222312,5289936091,2025-07-10 03:43:45
USDC,USDC,0.999999,0.01236,0.0197693263898497,62376456485,6257966993,2025-07-10 03:43:45
TRON,TRX,0.289946,0.82534,1.832644654066004,27475482966,460151459,2025-07-10 03:43:45
Dogecoin,DOGE,0.179928,5.5985,6.5260249740322696,27016963213,1880121009,2025-07-10 03:43:45
Lido Staked Ether,STETH,2757.78,5.74671,7.266116455130166,25175676286,41177786,2025-07-10 03:43:45
Bitcoin,BTC,111105.0,2.07627,2.0469239858108854,2209894700390,37335953356,2025-07-10 03:44:46
Ethereum,ETH,2760.04,5.79217,7.297350441167808,333169732651,19441029659,2025-07-10 03:44:46
Tether,USDT,1.0,0.0112,-0.0092786075740386,158706967908,69052716559,2025-07-10 03:44:46
XRP,XRP,2.41,4.56913,7.678767191902593,142130585402,4478723474,2025-07-10 03:44:46
BNB,BNB,669.28,1.27754,1.4073216581233383,97555056259,652906164,2025-07-10 03:44:46
Solana,SOL,156.26,3.25131,2.6079807046019683,83891222312,5287239927,2025-07-10 03:44:46
USDC,USDC,0.999999,0.01238,0.0197893534078258,62376456485,6410477371,2025-07-10 03:44:46
TRON,TRX,0.289961,0.83082,1.8381785931618453,27475482966,461726369,2025-07-10 03:44:46
Dogecoin,DOGE,0.179881,5.57129,6.498566926132154,26973672536,1877370879,2025-07-10 03:44:46
Lido Staked Ether,STETH,2757.65,5.7419,7.261241486180073,25175676286,41517455,2025-07-10 03:44:46
Bitcoin,BTC,111101.0,2.05047,2.042845682040034,2209894700390,37333854537,2025-07-10 03:45:47
Ethereum,ETH,2761.55,5.85016,7.356170338204326,333169732651,25920104030,2025-07-10 03:45:47
Tether,USDT,1.0,0.01046,-0.0097461491829504,158706967908,69093036921,2025-07-10 03:45:47
XRP,XRP,2.41,4.43817,7.643200476813759,142130585402,4480950434,2025-07-10 03:45:47
BNB,BNB,669.4,1.29565,1.4254480538331062,97555056259,638438221,2025-07-10 03:45:47
Solana,SOL,156.29,3.27129,2.627829387857377,83891222312,5291079831,2025-07-10 03:45:47
USDC,USDC,0.999996,0.01024,0.0195187985478235,62376456485,7933552284,2025-07-10 03:45:47
TRON,TRX,0.289993,0.81006,1.8491567664834485,27475482966,460686477,2025-07-10 03:45:47
Dogecoin,DOGE,0.179673,5.41727,6.3755116305303074,26973672536,1580983732,2025-07-10 03:45:47
Lido Staked Ether,STETH,2759.72,5.80589,7.341659136553197,25175676286,41539040,2025-07-10 03:45:47
Bitcoin,BTC,111114.0,2.06258,2.0549557725972787,2209894700390,37367496876,2025-07-10 03:46:48
Ethereum,ETH,2762.86,5.85934,7.407144823831442,333169732651,26572848708,2025-07-10 03:46:48
Tether,USDT,1.0,0.01032,-0.0098862106623776,158706967908,69123029759,2025-07-10 03:46:48
XRP,XRP,2.41,4.44962,7.655004075396141,142130585402,4482512331,2025-07-10 03:46:48
BNB,BNB,669.35,1.28832,1.4181153661589956,97555056259,865249518,2025-07-10 03:46:48
Solana,SOL,156.41,3.28398,2.701687098140561,83730017616,5296189805,2025-07-10 03:46:48
USDC,USDC,0.999996,0.01022,0.0195017711240095,62378451326,5604418545,2025-07-10 03:46:48
TRON,TRX,0.290014,0.81762,1.856797464550225,27475482966,460844608,2025-07-10 03:46:48
Dogecoin,DOGE,0.180026,5.62386,6.58397949780352,26973672536,1859459609,2025-07-10 03:46:48
Lido Staked Ether,STETH,2759.5,5.79747,7.333113097142281,25175676286,41539003,2025-07-10 03:46:48
Bitcoin,BTC,111114.0,2.06258,2.0549557725972787,2209894700390,37367496876,2025-07-10 03:47:49
Ethereum,ETH,2762.86,5.85934,7.407144823831442,333169732651,26572848708,2025-07-10 03:47:49
Tether,USDT,1.0,0.01032,-0.0098862106623776,158706967908,69123029759,2025-07-10 03:47:49
XRP,XRP,2.41,4.44962,7.655004075396141,142130585402,4482512331,2025-07-10 03:47:49
BNB,BNB,669.35,1.28832,1.4181153661589956,97555056259,865249518,2025-07-10 03:47:49
Solana,SOL,156.41,3.28398,2.701687098140561,83730017616,5296189805,2025-07-10 03:47:49
USDC,USDC,0.999996,0.01022,0.0195017711240095,62378451326,5604418545,2025-07-10 03:47:49
TRON,TRX,0.290014,0.81762,1.856797464550225,27475482966,460844608,2025-07-10 03:47:49
Dogecoin,DOGE,0.180026,5.62386,6.58397949780352,26973672536,1859459609,2025-07-10 03:47:49
Lido Staked Ether,STETH,2759.5,5.79747,7.333113097142281,25175676286,41539003,2025-07-10 03:47:49
Bitcoin,BTC,111092.0,2.04222,2.0345911903534586,2209894700390,37393468934,2025-07-10 03:48:50
Ethereum,ETH,2763.87,5.89779,7.446157512435067,333169732651,27047740248,2025-07-10 03:48:50
Tether,USDT,1.0,0.00989,-0.0103130561565145,158706967908,69220051417,2025-07-10 03:48:50
XRP,XRP,2.41,4.4439,7.649108830122357,142130585402,4486608664,2025-07-10 03:48:50
BNB,BNB,669.47,1.28548,1.4371957148058068,97656018893,875720298,2025-07-10 03:48:50
Solana,SOL,156.41,3.28532,2.703021621995623,83730017616,5364098441,2025-07-10 03:48:50
USDC,USDC,0.999948,0.00545,0.0147263114548863,62378451326,10334723426,2025-07-10 03:48:50
TRON,TRX,0.290075,0.83877,1.87816198338401,27486402489,461579683,2025-07-10 03:48:50
Dogecoin,DOGE,0.179828,5.50815,6.467225941827169,26973672536,1888173121,2025-07-10 03:48:50
Lido Staked Ether,STETH,2761.04,5.85665,7.393154003071959,25189161246,41561135,2025-07-10 03:48:50
Bitcoin,BTC,111090.0,2.04097,2.033340760438666,2209894700390,37398814537,2025-07-10 03:49:51
Ethereum,ETH,2764.11,5.90714,7.455652333170762,333169732651,27052802835,2025-07-10 03:49:51
Tether,USDT,1.0,0.00968,-0.0105207592175193,158706967908,69230916433,2025-07-10 03:49:51
XRP,XRP,2.41,4.455,7.660549381936753,142130585402,4488030170,2025-07-10 03:49:51
BNB,BNB,669.41,1.27579,1.4274964414230795,97656018893,875516912,2025-07-10 03:49:51
Solana,SOL,156.39,3.27092,2.688695346671264,83730017616,5363691773,2025-07-10 03:49:51
USDC,USDC,0.999937,0.00436,0.0136354856980842,62378451326,10632885249,2025-07-10 03:49:51
TRON,TRX,0.29008,0.84037,1.8797823231119644,27486402489,461841317,2025-07-10 03:49:51
Dogecoin,DOGE,0.17975,5.46209,6.420744568266745,26973672536,1889775269,2025-07-10 03:49:51
Lido Staked Ether,STETH,2761.07,5.85757,7.394085733845301,25189161246,41562251,2025-07-10 03:49:51
Bitcoin,BTC,111090.0,2.04068,2.033050493142161,2209578124597,37289209114,2025-07-10 03:50:52
Ethereum,ETH,2764.65,5.92789,7.476705176021533,333739131527,27081431422,2025-07-10 03:50:52
Tether,USDT,1.0,0.00934,-0.010859258529745,158704451664,69245091163,2025-07-10 03:50:52
XRP,XRP,2.41,4.48655,7.693064415484752,142134899558,4488658023,2025-07-10 03:50:52
BNB,BNB,669.66,1.31406,1.4658205183021724,97656018893,876532967,2025-07-10 03:50:52
Solana,SOL,156.43,3.30228,2.7198859988178112,83730017616,5367342535,2025-07-10 03:50:52
USDC,USDC,0.999947,0.00984,0.0145833970122027,62378451326,10542867188,2025-07-10 03:50:52
TRON,TRX,0.290091,0.84395,1.883846613050212,27486402489,465029204,2025-07-10 03:50:52
Dogecoin,DOGE,0.179775,5.47665,6.435437903116492,26955888865,1890262524,2025-07-10 03:50:52
Lido Staked Ether,STETH,2762.49,5.89316,7.449391416427121,25189161246,41585522,2025-07-10 03:50:52
Bitcoin,BTC,111081.0,1.95974,2.0252559190928934,2209578124597,37299436310,2025-07-10 03:51:53
Ethereum,ETH,2765.0,5.88365,7.490428448316838,333739131527,27074230503,2025-07-10 03:51:53
Tether,USDT,1.0,0.01,-0.0110054132586963,158704451664,69251555091,2025-07-10 03:51:53
XRP,XRP,2.41,4.46153,7.704700115152087,142134899558,4486919950,2025-07-10 03:51:53
BNB,BNB,669.69,1.28378,1.4698669213737994,97656018893,876284825,2025-07-10 03:51:53
Solana,SOL,156.45,3.28827,2.729692752671375,83730017616,5366374863,2025-07-10 03:51:53
USDC,USDC,0.999936,0.00873,0.0134789029856493,62378451326,10139460643,2025-07-10 03:51:53
TRON,TRX,0.290108,0.8498,1.8897573450653224,27486402489,464749171,2025-07-10 03:51:53
Dogecoin,DOGE,0.179787,5.44733,6.4425779912795385,26955888865,1890089215,2025-07-10 03:51:53
Lido Staked Ether,STETH,2762.27,5.88481,7.44091571328962,25189161246,41584323,2025-07-10 03:51:53
Bitcoin,BTC,111080.0,1.95845,2.0239726109621565,2209578124597,37298902283,2025-07-10 03:52:54
Ethereum,ETH,2765.17,5.89008,7.496954215109336,333739131527,27039940993,2025-07-10 03:52:54
Tether,USDT,1.0,0.00982,-0.0111868339187952,158704451664,69271717319,2025-07-10 03:52:54
XRP,XRP,2.41,4.48954,7.733576758170921,142134899558,4484707993,2025-07-10 03:52:54
BNB,BNB,669.65,1.27843,1.464505709724739,97656018893,876750814,2025-07-10 03:52:54
Solana,SOL,156.41,3.26491,2.706465130675702,83813123937,5366557272,2025-07-10 03:52:54
USDC,USDC,0.999944,0.00952,0.0142690570033984,62374606797,10351636535,2025-07-10 03:52:54
TRON,TRX,0.290127,0.85622,1.896246354797812,27486402489,466585852,2025-07-10 03:52:54
Dogecoin,DOGE,0.17975,5.42596,6.420998256727482,26955888865,1869118149,2025-07-10 03:52:54
Lido Staked Ether,STETH,2762.7,5.90139,7.457743766909164,25189161246,41590731,2025-07-10 03:52:54
Bitcoin,BTC,111072.0,1.95154,2.017054501681842,2209578124597,37321258656,2025-07-10 03:53:55
Ethereum,ETH,2764.47,5.86318,7.469655592532409,333739131527,27065069471,2025-07-10 03:53:55
Tether,USDT,1.0,0.00986,-0.0111402572341578,158704451664,69284610237,2025-07-10 03:53:55
XRP,XRP,2.41,4.467,7.710332830528981,142134899558,4486848426,2025-07-10 03:53:55
BNB,BNB,669.71,1.28729,1.473390886472316,97702494036,877435367,2025-07-10 03:53:55
Solana,SOL,156.37,3.23786,2.67955795897155,83813123937,5373490055,2025-07-10 03:53:55
USDC,USDC,0.999952,0.01042,0.0151667284795463,62374606797,10190880748,2025-07-10 03:53:55
TRON,TRX,0.29013,0.85736,1.897390318883192,27495813824,466624243,2025-07-10 03:53:55
Dogecoin,DOGE,0.179664,5.37525,6.369810033243439,26955888865,1888573801,2025-07-10 03:53:55
Lido Staked Ether,STETH,2762.75,5.90307,7.459444473576528,25223203799,41594253,2025-07-10 03:53:55
Bitcoin,BTC,111072.0,1.95154,2.017054501681842,2209578124597,37321258656,2025-07-10 03:54:56
Ethereum,ETH,2764.47,5.86318,7.469655592532409,333739131527,27065069471,2025-07-10 03:54:56
Tether,USDT,1.0,0.00986,-0.0111402572341578,158704451664,69284610237,2025-07-10 03:54:56
XRP,XRP,2.41,4.467,7.710332830528981,142134899558,4486848426,2025-07-10 03:54:56
BNB,BNB,669.71,1.28729,1.473390886472316,97702494036,877435367,2025-07-10 03:54:56
Solana,SOL,156.37,3.23786,2.67955795897155,83813123937,5373490055,2025-07-10 03:54:56
USDC,USDC,0.999952,0.01042,0.0151667284795463,62374606797,10190880748,2025-07-10 03:54:56
TRON,TRX,0.29013,0.85736,1.897390318883192,27495813824,466624243,2025-07-10 03:54:56
Dogecoin,DOGE,0.179664,5.37525,6.369810033243439,26955888865,1888573801,2025-07-10 03:54:56
Lido Staked Ether,STETH,2762.75,5.90307,7.459444473576528,25223203799,41594253,2025-07-10 03:54:56
Bitcoin,BTC,111068.0,1.94771,2.0132243882948826,2209578124597,37340728520,2025-07-10 03:55:57
Ethereum,ETH,2763.51,5.82626,7.43217291581853,333739131527,27071508343,2025-07-10 03:55:57
Tether,USDT,1.0,0.01,-0.0110072133092709,158704451664,69305413310,2025-07-10 03:55:57
XRP,XRP,2.41,4.42919,7.671351293327075,142134899558,4449872195,2025-07-10 03:55:57
BNB,BNB,669.75,1.29317,1.4792785665710937,97702494036,877451781,2025-07-10 03:55:57
Solana,SOL,156.35,3.2209,2.662689233708787,83813123937,5368405359,2025-07-10 03:55:57
USDC,USDC,0.999901,0.00253,0.0100562429080469,62374606797,6469624542,2025-07-10 03:55:57
TRON,TRX,0.290163,0.88269,1.9090324231195857,27495813824,466922671,2025-07-10 03:55:57
Dogecoin,DOGE,0.179561,5.31486,6.30885608449757,26955888865,1889377982,2025-07-10 03:55:57
Lido Staked Ether,STETH,2760.45,5.72008,7.370152624226299,25223203799,37230197,2025-07-10 03:55:57
Bitcoin,BTC,111056.0,1.92174,2.002374509860467,2208921640875,37367749382,2025-07-10 03:56:58
